Subcode,Branch code,Eff_from,SubjectName,Category,Sem /Year,L.,T.,P.,TW/SL,Total,E,M,I,V,Total.1,gtuSyllabusURL
DI03000201,19,2025-26, Basics of Applied Mechanics,Engineering Science Courses,3,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03000201.pdf
DI03019011,19,2025-26, Engineering Thermodynamics,Professional Core Courses,3,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03019011.pdf
310001,19,Aug-11, Advertising And Communication,,1,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310001.pdf
310002,19,Aug-11, Applied Science- I [physics],,1,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310002.pdf
310004,19,Aug-11, Art & Design,,1,2,0,6,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310004.pdf
310006,19,Aug-11, Building Material - I,,1,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310006.pdf
310007,19,Aug-11, Business Communication I,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310007.pdf
310008,19,Aug-11, Business Mathematics,,1,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310008.pdf
310009,19,Aug-11, Business Organization And Management,,1,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310009.pdf
310010,19,Aug-11, Ceramic Materials,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310010.pdf
310011,19,Aug-11, Clothing Construction - I,,1,1,0,6,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310011.pdf
310012,19,Aug-11, Colour,,1,1,0,6,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310012.pdf
310014,19,Aug-11, Communication Skills - I,,1,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310014.pdf
310018,19,Aug-11, Computer Applications,,1,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310018.pdf
310019,19,Aug-11, Computer - I,,1,2,0,4,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310019.pdf
310020,19,Aug-11, Cooking Methods,,1,2,0,6,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310020.pdf
310021,19,Aug-11, Drawing & Painting - I,,1,0,0,6,,6,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310021.pdf
310022,19,Aug-11, Drawing Sketching & Painting - I,,1,2,0,8,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310022.pdf
310023,19,Aug-11, Electronic Materials & Components,,1,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310023.pdf
310024,19,Aug-11, Elementary Clothing & Textiles,,1,4,0,4,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310024.pdf
310025,19,Aug-11, Elementary Home Management,,1,4,0,4,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310025.pdf
310026,19,Aug-11, Elements of Textile Processing,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310026.pdf
310027,19,Aug-11, Elements of Textile Technology,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310027.pdf
310029,19,Aug-11, Engineering Drawing,,1,2,0,4,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310029.pdf
310030,19,Aug-11, Engineering Mechanics,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310030.pdf
310031,19,Aug-11, Essentials of Environment and Seismic Engineering,,1,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310031.pdf
310032,19,Aug-11, First Aid & Home Nursing,,1,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310032.pdf
310033,19,Aug-11, Fundamental of Electronics,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310033.pdf
310034,19,Aug-11, Mathematics - I,,1,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310034.pdf
310035,19,Aug-11, Personality Development & Communication Skills,,1,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310035.pdf
310036,19,Aug-11, Physical Analytical and Inorganic Chemistry,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310036.pdf
310037,19,Aug-11, Principles And Practice of Accounting,,1,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310037.pdf
310038,19,Aug-11, Principles of Economics I,,1,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310038.pdf
310039,19,Aug-11, Textile Science,,1,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310039.pdf
310041,19,Aug-11, Engineering Measurements - I,,1,0,0,2,,2,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310041.pdf
310042,19,Aug-11, Office Automation,,1,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310042.pdf
310043,19,Aug-11, Building Drawing,,1,0,0,6,,3,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310043.pdf
310044,19,Aug-11, Model Making,,1,0,0,4,,2,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310044.pdf
310045,19,Aug-11, Object Drawing,,1,1,0,6,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310045.pdf
310046,19,Aug-11, Sketching And Drawing,,1,1,0,6,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310046.pdf
310047,19,Aug-11, Computer Application - I,,1,1,0,6,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310047.pdf
310048,19,Aug-11, Arts And Crafts,,1,0,0,6,,3,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310048.pdf
310049,19,Aug-11, Workshop,,1,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310049.pdf
320016,19,Aug-11, Programming In C,,1,2,0,4,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320016.pdf
3300001,19,Sep-12, Basic Mathematics,,1,2,2,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3300001.pdf
3300002,19,Sep-12, English,,1,3,2,0,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3300002.pdf
3300003,19,Sep-12, Environment Conservation And Hazard Management,,1,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3300003.pdf
3300004,19,Sep-12, ENGINEERING PHYSICS ( GROUP-1 ),,1,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3300004.pdf
3300007,19,Sep-12, Basic Engineering Drawing,,1,2,0,4,,6,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3300007.pdf
3301901,19,Sep-12, Engineering Workshop Practices,,1,0,0,4,,4,0,0,60,40,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3301901.pdf
4300001,19,Sep-21, Mathematics,Basic Sciences,1,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300001.pdf
4300002,19,Sep-21, Communication Skills in English,Humanities & Social Sciences,1,2,0,2,,3,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300002.pdf
4300004,19,Sep-21, Applied Physics,Basic Sciences,1,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300004.pdf
4300007,19,Sep-21, Engineering Drawing,Engineering Sciences,1,2,0,4,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300007.pdf
4300015,19,Sep-21, Sports and Yoga,Audit,1,0,0,2,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300015.pdf
4301901,19,Sep-21, Engineering Workshop Practice,Engineering Sciences,1,0,0,4,,2,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4301901.pdf
4310001,19,Sep-21, Basics of Civil Engineering,Engineering Sciences,1,0,2,2,,3,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4310001.pdf
4310002,19,Sep-22, Induction Program,Mandatory,1,0,0,0,,0,0,0,0,0,0,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4310002.pdf
C300001,19,07/01/13, Basic Mathematics,,1,2,2,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C300001.pdf
C300002,19,07/01/13, English,,1,3,2,0,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C300002.pdf
C300003,19,07/01/13, Environment Conservation & Hazard Management,,1,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C300003.pdf
C300004,19,07/01/13, ENGINEERING PHYSICS ( GROUP-1),,1,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C300004.pdf
C4300001,19,Aug-22, Mathematics,Basic Sciences,1,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300001.pdf
C4300002,19,Aug-22, Communication Skills in English,Humanities & Social Sciences,1,2,0,2,,3,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300002.pdf
C4300004,19,Aug-22, Applied Physics,Basic Sciences,1,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300004.pdf
C4300007,19,Aug-22, Engineering Drawing,Engineering Sciences,1,2,0,4,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300007.pdf
C4300015,19,Aug-22, Sports and Yoga,Audit,1,0,0,2,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300015.pdf
C4301901,19,Aug-22, Engineering Workshop Practice,Engineering Sciences,1,0,0,4,,2,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4301901.pdf
C4310001,19,Aug-22, Basics of Civil Engineering,Engineering Sciences,1,0,2,2,,3,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4310001.pdf
1990001,19,Sep-12, Contributor Personality Development,Elective,2,4,0,0,,4,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/1990001.pdf
1990001,19,Sep-12, Contributor Personality Development,Elective,2,4,0,0,,4,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/1990001.pdf
1990002,19,2021, Integrated Personality Development Course,Elective,2,4,0,0,,4,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/1990002.pdf
1990002,19,2021, Integrated Personality Development Course,Elective,2,4,0,0,,4,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/1990002.pdf
310049,19,Aug-11, Workshop,Compulsory,2,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310049.pdf
320001,19,Aug-11, Mathematics-II,Compulsory,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320001.pdf
320002,19,Aug-11, Applied Science - II (CHEMISTRY),Compulsory,2,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320002.pdf
320003,19,Aug-11, Elements of Mechanical Engineering,Compulsory,2,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320003.pdf
320004,19,Aug-11, Fundamentals of Electrical Engineering,Compulsory,2,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320004.pdf
320005,19,Aug-11, Non Conventional Energy Sources,Compulsory,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320005.pdf
320006,19,Aug-11, Civil Engg. Drawing,Compulsory,2,2,0,6,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320006.pdf
320007,19,Aug-11, Elements of Civil Engineering,Compulsory,2,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320007.pdf
320008,19,Aug-11, Mechanical Drafting,Compulsory,2,2,0,6,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320008.pdf
320009,19,Aug-11, Electrical Circuit,Compulsory,2,4,0,4,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320009.pdf
320010,19,Aug-11, Theory of Machine & Strength of Material,Compulsory,2,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320010.pdf
320011,19,Aug-11, Organic Chemistry,Compulsory,2,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320011.pdf
320012,19,Aug-11, Chemical Engineering Material,Compulsory,2,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320012.pdf
320013,19,Aug-11, Mechanical Operation (CEO- I),Compulsory,2,3,0,4,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320013.pdf
320014,19,Aug-11, Text Generation - I,Compulsory,2,2,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320014.pdf
320015,19,Aug-11, Mechanical Structure & Piping Drafting,Compulsory,2,2,0,4,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320015.pdf
320016,19,Aug-11, Programming In C,Compulsory,2,2,0,4,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320016.pdf
320017,19,Aug-11, Electronic Devices And Circuits - I,Compulsory,2,3,0,4,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320017.pdf
320018,19,Aug-11, Ceramic Art,Compulsory,2,1,0,4,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320018.pdf
320019,19,Aug-11, Elements of Electrical & Mechanical For Textile,Compulsory,2,4,0,4,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320019.pdf
320021,19,Aug-11, Fiber Technology,Compulsory,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320021.pdf
320022,19,Aug-11, Fiber Science,Compulsory,2,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320022.pdf
320023,19,Aug-11, Introduction To Mining & Geology,Compulsory,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320023.pdf
320024,19,Aug-11, Communication Skills - II,Compulsory,2,4,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320024.pdf
320027,19,Aug-11, Textile Process - I,Compulsory,2,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320027.pdf
320038,19,Aug-11, Composition,Compulsory,2,1,0,6,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320038.pdf
320042,19,Aug-11, Business Communication II,Compulsory,2,3,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320042.pdf
320056,19,Aug-11, Engineering Measurement - II,Compulsory,2,0,0,2,,2,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320056.pdf
320057,19,Aug-11, Computer Application,Compulsory,2,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320057.pdf
320058,19,Aug-11, Electronic Practices,Compulsory,2,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320058.pdf
320059,19,Aug-11, Mechatronics Work-shop,Compulsory,2,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320059.pdf
3300008,19,Sep-12, Applied Mechanics,Compulsory,2,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3300008.pdf
3320003,19,Sep-12, ADVANCED MATHEMATICS(GROUP-2),Compulsory,2,2,2,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3320003.pdf
3320004,19,Sep-12, Basic Of Civil Engineering,Compulsory,2,0,1,2,,3,0,0,30,20,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3320004.pdf
3321901,19,Sep-12, Mechanical Drafting,Compulsory,2,2,0,6,,8,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3321901.pdf
3321902,19,Sep-12, Material Science and Metallurgy,Compulsory,2,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3321902.pdf
3990001,19,Sep-12, Contributor Personality Development,Elective,2,4,0,0,,4,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3990001.pdf
4300003,19,Feb-22, Environment and Sustainability,General Science,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300003.pdf
4300008,19,Feb-22, Engineering Mechanics,Engineering Sciences,2,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300008.pdf
4300014,19,Feb-22, Basics of Electrical and Electronic Engineering,Engineering Sciences,2,0,2,2,,3,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300014.pdf
4300016,19,Feb-22, Indian Constitution,Audit,2,2,0,0,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300016.pdf
4300019,19,Feb-22, Computer Applications and Graphics,Engineering Sciences,2,0,0,4,,2,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300019.pdf
4320001,19,Feb-22, Applied Mathematics,Basic Sciences,2,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4320001.pdf
4321902,19,Feb-22, Mechanical Drafting,Engineering Sciences,2,2,0,4,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4321902.pdf
C300008,19,07/01/13, Applied Mechanics,Compulsory,2,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C300008.pdf
C320003,19,07/01/13, ADVANCED MATHEMATICS(GROUP-2),Compulsory,2,2,2,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C320003.pdf
C320004,19,07/01/13, Basic Of Civil Engineering,Compulsory,2,0,1,2,,3,0,0,30,20,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C320004.pdf
C321901,19,07/01/13, Mechanical Drafting,Compulsory,2,2,0,6,,8,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C321901.pdf
C321902,19,07/01/13, Material Science & Metallurgy,Compulsory,2,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C321902.pdf
C4300003,19,Aug-22, Environment and Sustainability,General Science,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300003.pdf
C4300008,19,Aug-22, Engineering Mechanics,Engineering Sciences,2,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300008.pdf
C4300014,19,Aug-22, Basics of Electrical and Electronic Engineering,Engineering Sciences,2,0,2,2,,3,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300014.pdf
C4300016,19,Aug-22, Indian Constitution,Audit,2,2,0,0,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300016.pdf
C4300019,19,Aug-22, Computer Applications and Graphics,Engineering Sciences,2,0,0,4,,2,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300019.pdf
C4320001,19,Aug-22, Applied Mathematics,Basic Sciences,2,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4320001.pdf
C4321902,19,Aug-22, Mechanical Drafting,Engineering Sciences,2,2,0,4,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4321902.pdf
330605,19,Aug-11, Materials Technology,,3,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/330605.pdf
331901,19,Aug-11, Fluid Mechanics & Hydraulics Machines,,3,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/331901.pdf
331902,19,Aug-11, Thermodynamics,,3,0,3,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/331902.pdf
331903,19,2011-12, Material Technology,,3,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/331903.pdf
331904,19,Aug-11, Strength of Materials,,3,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/331904.pdf
331905,19,Aug-11, Manufacturing Engineering - I,,3,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/331905.pdf
331906,19,Aug-11, Manufacturing Practice - I,,3,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/331906.pdf
331907,19,Aug-11, Fluid Mechanics & Hydraulics Machines Practice,,3,0,0,2,,2,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/331907.pdf
3330001,19,Sep-12, Human Resource Management,,3,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3330001.pdf
3331901,19,Sep-12, MANUFACTURING ENGINEERING-I,,3,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3331901.pdf
3331902,19,2013-14, THERMODYNAMICS,,3,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3331902.pdf
3331902,19,Sep-12, THERMODYNAMICS,,3,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3331902.pdf
3331903,19,Sep-12, FLUID MECHANICS AND HYDRAULIC MACHINES,,3,4,0,2,,6,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3331903.pdf
3331904,19,Sep-12, STRENGTH OF MATERIAL,,3,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3331904.pdf
3331905,19,Sep-12, Applied Electrical And Electronic Engineering,,3,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3331905.pdf
3331906,19,Sep-12, COMPUTER AIDED MACHINE DRAWING,,3,0,0,4,,4,0,0,60,40,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3331906.pdf
4300020,19,Aug-22, Engineering Material,Engineering Science,3,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300020.pdf
4330001,19,Aug-22, Summer Internship-I,Summer Internship-1(2 Weeks) after sem-2,3,0,0,2,,1,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4330001.pdf
4331901,19,Aug-22, Theory Of Machines And Mechanisms,Program Core,3,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4331901.pdf
4331902,19,Aug-22, Engineering Thermodynamics,Program Core,3,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4331902.pdf
4331903,19,Aug-22, Manufacturing Engineering-I,Program Core,3,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4331903.pdf
4331904,19,Aug-22, Strength Of Materials,Program Core,3,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4331904.pdf
